placeQ,placeLabel,location
Q55115569,chiesa parrocchiale di San Nicola,Point(14.213806 42.27725)
Q55087454,chiesa parrocchiale di San Nicola da Bari,Point(13.026492 41.884997)
Q55166299,chiesa parrocchiale di San Nicola di Bari,Point(14.158261 42.00191)
Q55189030,chiesa parrocchiale di San Pietro,Point(13.02466 41.69698)
Q54087494,chiesa parrocchiale di San Rocco,Point(14.187624 42.423255)
Q55140216,chiesa parrocchiale di San Salvatore,Point(14.186024 42.249052)
Q55083504,chiesa parrocchiale di San Silvestro,Point(13.345611 41.723333)
Q55178155,chiesa parrocchiale di San Silvestro p. e Rocco p.,Point(14.194736 42.151555)
Q120824426,chiesa parrocchiale di Sant'Andrea Apostolo,Point(13.682556 41.735506)
Q55133993,chiesa parrocchiale di Sant'Antonio Abate,Point(14.171352 42.351893)
Q120824348,chiesa parrocchiale di Sant'Onofrio,Point(13.743056 41.710444)
Q120801679,chiesa parrocchiale di Santa Maria,Point(13.459167 41.864611)
Q120801769,chiesa parrocchiale di Santa Maria,Point(13.524028 41.833797)
Q120824347,chiesa parrocchiale di Santa Maria Assunta,Point(13.748292 41.690139)
Q120824752,chiesa parrocchiale di Santa Maria Assunta,Point(13.619125 41.72225)
Q120824665,chiesa parrocchiale di Santa Maria Assunta,Point(13.696889 41.693917)
Q120824579,chiesa parrocchiale di Santa Maria dei Fiori,Point(13.577833 41.682944)
Q120801680,chiesa parrocchiale di Santa Maria della Stella,Point(13.457056 41.863861)
Q120824753,chiesa parrocchiale di Santa Maria di Porta Coeli,Point(13.564556 41.683975)
Q55120134,chiesa parrocchiale di Santa Vittoria,Point(13.917126 42.533558)
Q55189033,chiesa parrocchiale di Santo Stefano,Point(13.026392 41.692194)
Q55133975,chiesa rurale Madonna del Buon Consiglio,Point(14.180563 42.328802)
Q55133977,chiesa rurale della Madonna delle Grazie,Point(14.169334 42.358098)
Q55133980,chiesa rurale della Madonna delle Piane,Point(14.144853 42.373054)
Q55134007,chiesa rurale di San Donato,Point(14.161239 42.336414)
Q55134059,chiesa rurale di San Martino nuovo,Point(14.15586 42.376624)
Q55140220,chiesa rurale di Sant'Antonio abate,Point(14.180067 42.248701)
Q55115565,chiesa rurale di Santa Maria Assunta in Cielo,Point(14.203883 42.242792)
Q3674545,chiesetta degli Alpini,Point(13.871734 41.886363)
Q120824780,chiesetta del Crocifisso,Point(13.279056 41.773556)
Q120824335,chiesetta della Madonna di Loreto,Point(13.343583 41.727056)
Q3674556,chiesetta di San Michele Arcangelo all'Arapezzana,Point(13.834596 41.936754)
Q25766798,collegiata di San Bartolomeo,Point(13.427666666 42.028805555)
Q30311760,collegiata di San Giovanni Battista,Point(13.728361111 41.99775)
Q21551959,collegiata di San Michele arcangelo,Point(14.06081 42.51917)
Q512332,collegiata di Santa Maria Maggiore,Point(14.221881 42.190642)
Q3682928,collegiata di Santa Maria Maggiore,Point(13.34216 41.72616)
Q55193988,collezione di icone,Point(14.046214 42.32248)
Q24700928,complesso rupestre di San Liberatore a Maiella,Point(14.09447 42.239549)
Q2942646,concattedrale di Corfinio,Point(13.83656 42.11813)
Q2981009,concattedrale di San Paolo,Point(13.34416667 41.725)
Q2942851,concattedrale di Sant'Andrea,Point(13.4176 41.6909)
Q90725377,convento di San Francesco,Point(13.060921 42.098062)
Q21551967,convento di San Francesco,Point(13.763325 42.27148)
Q120824363,convento di San Giovanni,Point(13.159422 41.741778)
Q2942655,duomo di Ferentino,Point(13.2561 41.6931)
Q2942746,duomo di Penne,Point(13.926839 42.456088)
Q120803048,episcopio,Point(14.2085 42.465361)
Q120801817,episcopio,Point(13.921972 42.051174)
Q96309151,eremo del Beato Vincenzo,Point(13.3922 42.374181)
Q96309151,eremo del Beato Vincenzo,Point(13.392184219 42.374167525)
Q83275799,eremo della Madonna del Romitorio,Point(13.533597 41.849495)
Q21192596,eremo della Madonna dell'Altare,Point(14.119972222 41.945602777)
Q23902457,eremo della Madonna di Coccia,Point(14.079155555 42.000441666)
Q86711392,eremo di Fratta Grande,Point(13.669316 42.480748)
Q3731333,eremo di San Bartolomeo in Legio,Point(14.0383 42.1821)
Q3731339,eremo di San Domenico,Point(13.82801 41.94255)
Q23697703,eremo di San Germano,Point(14.03565 42.035622222)
Q3731340,eremo di San Giovanni all'Orfento,Point(14.0807 42.1539)
Q86581127,eremo di San Marco al Monte Etra,Point(13.591134 42.107556)
Q86581496,eremo di San Marco alla foce,Point(13.569712 42.085817)
Q120801522,eremo di San Michele,Point(13.650578 42.247444)
Q86712462,eremo di San Nicola,Point(13.591571854 42.479732762)
Q86712462,eremo di San Nicola,Point(13.598439 42.483183)
Q23388466,eremo di San Venanzio,Point(13.795971 42.110987)
Q23938123,eremo di Sant'Antonio,Point(14.031163888 41.946686111)
Q3731359,eremo di Sant'Egidio,Point(13.87452 41.91236)
Q3731361,eremo di Sant'Onofrio,Point(14.0846 42.2316)
Q3731363,eremo di Sant'Onofrio al Morrone,Point(13.93601 42.08937)
Q86711738,eremo di Santa Colomba,Point(13.661352 42.463092)
Q25669099,eremo di Santa Croce al Morrone,Point(13.945649 42.098992)
Q86586931,eremo di Santa Maria de Criptis,Point(13.950066666 42.106008333)
Q20007925,eremo di Santa Maria del Cauto,Point(13.397827777 41.845727777)
Q86580789,eremo di Santa Maria della Croce,Point(13.48196 42.430591)
Q25667840,eremo di Santa Maria della Ritornata,Point(13.50042 41.86863)
Q3731375,eremo di Santo Spirito a Majella,Point(14.0902 42.1702)
Q120824364,ex Convento dei Francescani in Sant'Angelo,Point(13.155236 41.742194)
Q85800005,ex chiesa degli Scolopi,Point(13.34282 41.72649)
Q65953948,ex chiesa di San Giacomo della Rivera,Point(13.391435 42.350306)
Q55189262,ex chiesa di San Rocco,Point(14.0933 42.24892)
Q96602961,ex chiesa di Santa Maria Maddalena,Point(13.15 41.783333333)
Q21187733,ex chiesa di Santa Maria di Cartignano,Point(13.818233333 42.215988888)
Q124290853,ex chiesa e convento di San Michele Arcangelo,Point(13.3984854 42.3449204)
Q23833576,ex eremo di Sant'Onofrio all'Orfento,Point(14.076177777 42.152113888)
Q56240924,fontana La Nave,Point(14.211388888 42.473611111)
Q55140209,fontana detta della Cannalecchia,Point(13.54207 42.549335)
Q106464368,fontana di San Martino di Picenze,Point(13.533572 42.332989)
Q96579362,fonte Spini Fioriti,Point(13.8294434 41.7815098)
Q96579359,fonte Vecchia,Point(13.8294434 41.7815098)
Q96579361,fonte di Mecca,Point(13.8294374 41.7794732)
Q105703190,fonte vecchia,Point(13.415473547 42.401338402)
Q100854166,fonte vecchia,Point(13.582846 41.883098)
Q24198457,grotta Sant'Angelo,Point(14.201015 42.127159)
Q24006002,grotta Sant'Angelo,Point(14.054123 42.209722)
Q3777011,grotta Sant'Angelo,Point(14.178147222 42.055502777)
Q90930134,grotta Sant'Angelo,Point(13.1391 42.1179)
Q55086273,grotta Sant'Angelo,Point(13.586777777 41.828805555)
Q25367535,grotta di Ciccio Felice,Point(13.42325 41.995694444)
Q55226095,grotte di Ortucchio,Point(13.603194444 41.937111111)
Q120824365,madonna delle Grazie,Point(13.152753 41.735347)
Q49153042,monastero di San Francesco,Point(13.861181 42.586917)
Q55116857,mura ciclopiche sull'acropoli della città,Point(14.112675 41.79054)
Q3867241,mura dell'Aquila,Point(13.388967 42.355823)
Q94579941,museo Antinum,Point(13.47053 41.88575)
Q65461158,museo Ignazio Silone,Point(13.6621827 42.0282205)
Q89926748,museo Loreto Grande,Point(13.625 41.8761)
Q3867772,"museo civico ""Basilio Cascella""",Point(14.216634 42.461567)
Q3867845,"museo d'arte ""Costantino Barbella""",Point(14.167693 42.350185)
Q90043761,museo del brigantaggio e dell'Unità d'Italia,Point(13.20392 42.10234)
Q94101644,museo dell'orso (Bisegna),Point(13.75762 41.94296)
Q120824366,museo della Cattedrale di Anagni,Point(13.162069 41.742833)
Q3868070,museo della ceramica,Point(14.188366 42.214845)
Q93995008,museo della pastorizia,Point(13.5561 41.8098)
Q93886210,museo delle tradizioni contadine,Point(13.2543 42.0367)
Q120824756,museo diocesano,Point(13.615064 41.722972)
Q99507227,museo etnografico Marcello Maria de Giovanni,Point(14.013724 42.103407)
Q93511975,museo etnografico de' Colucci,Point(13.42496 41.91409)
Q55386108,"museo naturalistico ""Nicola De Leone""",Point(13.928129 42.456913)
Q94439997,"museo naturalistico del parco nazionale d'Abruzzo, Lazio e Molise",Point(13.78856 41.8088)
Q100868888,necropoli Cantone,Point(13.604608 41.919828)
Q3874140,necropoli del Crocifisso,Point(14.14303889 42.21630278)
Q3874146,necropoli di Coccitelle,Point(13.808328 42.000704)
Q1434073,necropoli di Fossa,Point(13.505018 42.310764)
Q55085995,oratorio della Confraternita di San Giorgio,Point(13.115781 41.879083)
Q102035011,oratorio di Maria Santissima Addolorata,Point(13.717214 42.175883)
Q63457568,oratorio di San Filippo,Point(13.397721 42.350193)
Q121870191,oratorio di San Giovanni Evangelista,Point(13.231 41.925806)
Q30880285,oratorio di San Giuseppe dei Minimi,Point(13.39682 42.349508)
Q65954019,oratorio di San Luigi Gonzaga,Point(13.396711 42.349038)
Q120824644,oratorio di San Nicola,Point(13.144625 41.828556)
Q16584855,oratorio di San Pellegrino,Point(13.66083333 42.24304722)
Q120824776,oratorio di San Pietro eremita,Point(13.250231 41.862444)
Q23709747,oratorio di Sant'Antonio dei Cavalieri de Nardis,Point(13.396471 42.348612)
Q45812710,oratorio di Santa Maria della Croce,Point(13.940446 42.278287)
Q46631423,oratorio di Santa Maria delle Grazie,Point(13.95794 42.285332)
Q97924557,palazzo Colarossi,Point(13.88233 41.903093)
Q99399528,palazzo Petruzzi,Point(14.06549 41.889125)
Q99399527,palazzo Piccioli-Marchi,Point(13.7287993 42.2371853)
Q83699541,palazzo Pignatelli Cappelli,Point(13.558642 42.289106)
Q30525249,palazzo Sipari,Point(13.790388888 41.810361111)
Q54870746,palazzo comunale,Point(13.245125 42.52401)
Q55134085,palazzo del Comune,Point(14.167183 42.349816)
Q55134094,palazzo del Governo,Point(14.166942 42.349418)
Q55134089,palazzo della Provincia,Point(14.166782 42.349131)
Q27989523,palazzo di Bonifacio VIII,Point(13.160543 41.742698)
Q3891601,palazzo di Rienzo,Point(13.881936 41.903922)
Q83165320,palazzo ducale Fidei,Point(13.975942 41.933166)
Q55193995,palazzo ducale dei Duchi d'Acquaviva,Point(13.97523 42.579761)
Q96579037,palazzo municipale,Point(13.829842269 41.780585897)
Q97819960,palazzo municipale,Point(13.590202 42.080337)
Q107210991,piazza Luigi Rizzo,Point(14.227045 42.462943)
Q25893255,piazza Risorgimento,Point(13.426583333 42.034861111)
Q3902399,piazza del Duomo,Point(13.39818 42.34887)
Q15074189,piazza del Palazzo,Point(13.39863 42.35103)
Q63652648,piazza della Rinascita,Point(14.209557 42.472489)
Q45189022,piazzale Karl Heinrich Ulrichs,Point(13.40529 42.35293)
Q95224533,porta del Castello,Point(13.505271 42.413415)
Q55386104,raccolte del Centro Studi Ecologici Appenninici,Point(13.78958 41.80825)
Q120824781,salone parrocchiale,Point(13.2735 41.7755)
Q120802917,san Carlo Borromeo Vescovo,Point(13.862056 42.317278)
Q55164402,santa Maria del Popolo,Point(14.218276 42.194513)
Q121160875,santuario Santa Maria di Malito,Point(13.248222 42.218347)
Q120803051,santuario del Beato Nunzio Sulprizio,Point(13.873611 42.241944)
Q120803049,santuario dell'Immacolata Concezione della Beata Vergine Maria,Point(14.219833 42.461278)
Q102397352,santuario della Consolazione,Point(13.677763 42.154098)
Q81614421,santuario della Madonna Apparente,Point(13.372097 42.560894)
Q47247043,santuario della Madonna del Buon Consiglio,Point(13.648038 41.987818)
Q82256102,santuario della Madonna del Pozzo,Point(13.675313 41.951333)
Q88489069,santuario della Madonna del Silenzio,Point(13.415349 42.033957)
Q101830451,santuario della Madonna del Suffragio,Point(13.421284 42.034418)
Q83155880,santuario della Madonna della Libera,Point(13.874098 42.097236)
Q3949778,santuario della Madonna della Portella,Point(14.047549 41.865924)
Q121869635,santuario della Madonna della Quercia,Point(13.014661 41.992639)
Q88785256,santuario della Madonna delle Grazie,Point(13.5299 41.8101)
Q120824645,santuario della Madonna delle Rose,Point(13.140053 41.827556)
Q3949832,santuario della Madonna di Pietrabona,Point(13.74724 42.08589)
Q3949833,santuario della Madonna di Pietraquaria,Point(13.400386 42.02306)
Q121161102,santuario della Santissima Trinità,Point(13.070961 42.244083)
Q3949875,santuario di Ercole Curino,Point(13.934617 42.088539)
Q120801559,santuario di San Domenico Abate,Point(13.775160679 42.031021414)
Q120824696,santuario di San Donato,Point(13.812639 41.708889)
Q3950012,santuario di San Gabriele dell'Addolorata,Point(13.6575 42.516944444)
Q114425713,santuario di San Michele,Point(13.108405555 41.848913888)
Q121160874,santuario di Sant'Anatolia,Point(13.293194 42.149786)
Q121161125,santuario di Santa Maria Apparì,Point(13.066489 42.29025)
Q121160843,santuario di Santa Maria del Monte,Point(13.137975 42.493944)
Q121160873,santuario di Santa Maria delle Grazie,Point(13.251097 42.194722)
Q91937774,santuario di Santa Maria di Monte Tranquillo,Point(13.7997 41.7832)
Q81525281,santuario di Santa Petronilla,Point(13.726112 42.173415)
Q65032266,scuola elementare Edmondo De Amicis,Point(13.401713 42.350377)
Q120801476,seminario,Point(13.425833 42.037356)
Q90537702,teatro romano di Alba Fucens,Point(13.41281 42.07968)
Q118311061,teatro romano di Atri,Point(13.97801 42.58191)
Q107063823,teatro romano di Ferentino,Point(13.2535667 41.6908658)
Q110239443,tempio di Giunone Moneta a Signia,Point(13.024731 41.696925)
Q124740781,torre,Point(13.622694444 41.864583333)
Q113454500,torre Marica,Point(13.575388888 41.694333333)
Q81743247,torre baronale,Point(13.583924 41.883325)
Q98424730,torre cilindrica,Point(13.94116 41.765677)
Q105078327,torre del castello,Point(13.778472 42.221705)
Q103988912,torre del castello,Point(13.488196252 42.235646278)
Q55194032,torre dell'Orologio,Point(13.06882 42.02521)
Q55155547,torre dell'orologio,Point(13.605425 42.229492)
Q120824782,torre della Meridiana,Point(13.273333 41.775528)
Q98307061,torre di Caporciano,Point(13.672801 42.251476)
Q50331051,torre di Castel di leri,Point(13.743291 42.11541)
Q50331247,torre di Forca di Penne,Point(13.837795 42.28185)
Q97706029,torre di Jovana,Point(13.929198 41.87433)
Q81611437,torre medievale,Point(13.756912 41.921127)
Q102397590,torre medievale del municipio,Point(13.680198921 42.153157912)
Q120824783,ufficio parrocchiale,Point(13.273361 41.775528)
Q65028531,vecchio ospedale San Salvatore,Point(13.399463 42.355898)
Q64827816,via Dante,Point(13.1589447 41.742293)
Q4010609,via Fortebraccio,Point(13.401789 42.349184)
Q25860174,villa romana di Avezzano,Point(13.406444444 42.046527777)
