placeQ,placeLabel,location
Q55229990,chiesa di San Domenico,Point(13.924994 42.049853)
Q3669877,chiesa di San Domenico,Point(13.394319444 42.352369444)
Q101849891,chiesa di San Domenico,Point(13.359711 42.090989)
Q103982196,chiesa di San Domenico,Point(13.300972037 42.524198651)
Q55181291,chiesa di San Domenico,Point(13.83368 42.1705)
Q97143556,chiesa di San Domenico,Point(13.91144 42.21193)
Q55180663,chiesa di San Domenico,Point(13.927047 42.458463)
Q96192141,chiesa di San Domenico,Point(14.046543 42.395946)
Q3669867,chiesa di San Domenico,Point(14.166135 42.34849)
Q54870849,chiesa di San Domenico,Point(13.978102 42.58325)
Q81734048,chiesa di San Donato,Point(13.723467 42.367355)
Q120801566,chiesa di San Donato,Point(13.57425 42.2535)
Q120801619,chiesa di San Donato,Point(13.240861 42.402056)
Q118522178,chiesa di San Donato,Point(13.664722 42.485556)
Q81645693,chiesa di San Donato,Point(14.012862 41.999361)
Q55183343,chiesa di San Donato,Point(14.02498 42.21472)
Q120170263,chiesa di San Donato,Point(14.212639 42.185803)
Q19984639,chiesa di San Donato,Point(13.714809 42.483177)
Q120803066,chiesa di San Donato Martire,Point(13.986167 42.233847)
Q120803033,chiesa di San Donato Vescovo e Martire,Point(14.212889 42.447028)
Q16540072,chiesa di San Falco,Point(14.139325 41.984427)
Q120801686,chiesa di San Felice,Point(13.455778 42.293083)
Q108028164,chiesa di San Felice,Point(13.097032014 42.520500294)
Q83153897,chiesa di San Felice Martire,Point(13.543771 42.320634)
Q118522215,chiesa di San Filippo,Point(13.628389 42.582944)
Q62007320,chiesa di San Filippo,Point(13.397649 42.350001)
Q55224175,chiesa di San Filippo Neri,Point(13.927083 42.048293)
Q103913336,chiesa di San Flaviano,Point(13.590054133 42.326777369)
Q23888858,chiesa di San Flaviano,Point(13.400916666 42.348472222)
Q103981912,chiesa di San Flaviano,Point(13.300917172 42.521803787)
Q92977114,chiesa di San Francesco,Point(13.547606 42.083994)
Q55164302,chiesa di San Francesco,Point(13.773704 42.080794)
Q121870189,chiesa di San Francesco,Point(13.231389 41.926417)
Q121869307,chiesa di San Francesco,Point(13.029064 41.879639)
Q121592880,chiesa di San Francesco,Point(13.34215 41.7256)
Q3670015,chiesa di San Francesco,Point(13.34211 41.725693)
Q121009320,chiesa di San Francesco,Point(13.09606 42.52467)
Q45813094,chiesa di San Francesco,Point(13.832349 42.173905)
Q120802937,chiesa di San Francesco,Point(13.952778 42.347222)
Q3670055,chiesa di San Francesco,Point(14.220416 42.19131)
Q3670036,chiesa di San Francesco,Point(14.168388888 42.351488888)
Q3670023,chiesa di San Francesco,Point(13.9768 42.58018)
Q43022042,chiesa di San Francesco,Point(14.059022 42.518302)
Q101518689,chiesa di San Francesco Caracciolo,Point(14.1672 42.361943)
Q81723481,chiesa di San Francesco d'Assisi,Point(13.682363 42.29996)
Q120801620,chiesa di San Francesco d'Assisi,Point(13.364917 42.370472)
Q120753274,chiesa di San Francesco d'Assisi,Point(13.73088 42.13086)
Q121870085,chiesa di San Francesco d'Assisi,Point(13.014978 41.685772)
Q120824357,chiesa di San Francesco d'Assisi,Point(13.091094 41.730167)
Q55173830,chiesa di San Francesco d'Assisi,Point(14.137817 41.98473)
Q120802940,chiesa di San Francesco d'Assisi,Point(14.140556 42.397528)
Q55166945,chiesa di San Francesco d'Assisi,Point(13.987485 42.432232)
Q55109490,chiesa di San Francesco d'Assisi,Point(14.18077 42.304405)
Q21552368,chiesa di San Francesco della Scarpa,Point(13.924508 42.047843)
Q65683748,chiesa di San Francesco di Paola,Point(13.394519 42.347346)
Q55134025,chiesa di San Francesco di Paola,Point(14.167459 42.34606)
Q121160855,chiesa di San Francesco nuovo,Point(13.26625 42.205306)
Q121160856,chiesa di San Francesco vecchio,Point(13.282 42.191694)
Q120801505,chiesa di San Franco,Point(13.424083 42.518944)
Q120801621,chiesa di San Gabriele,Point(13.368942 42.352917)
Q118522156,chiesa di San Gabriele,Point(13.49 42.587)
Q120802957,chiesa di San Gabriele Arcangelo,Point(14.045639 42.443806)
Q120801464,chiesa di San Gabriele dell'Addolorata,Point(13.504222 41.999639)
Q120801787,chiesa di San Gabriele dell'Addolorata,Point(13.281667 42.353528)
Q118521977,chiesa di San Gabriele dell'Addolorata,Point(13.985833 42.577833)
Q120803013,chiesa di San Gabriele dell'Addolorata Religioso,Point(13.896889 42.466639)
Q120803034,chiesa di San Gabriele dell'Addolorata Religioso,Point(14.212889 42.447)
Q110663244,chiesa di San Gaetano,Point(13.667832659 42.183027917)
Q55230063,chiesa di San Gaetano,Point(13.921587 42.049955)
Q55134029,chiesa di San Gaetano,Point(14.165179 42.349014)
Q120801465,chiesa di San Giacomo,Point(13.451847 42.087089)
Q120801824,chiesa di San Giacomo,Point(13.293694 42.059142)
Q55085641,chiesa di San Giacomo,Point(13.150927 41.745972)
Q120801495,chiesa di San Giacomo,Point(13.224778 42.452258)
Q54870749,chiesa di San Giacomo,Point(13.246523 42.533201)
Q102348364,chiesa di San Giacomo,Point(13.741068 42.593511)
Q120801622,chiesa di San Giacomo Apostolo,Point(13.419833 42.368342)
Q118522206,chiesa di San Giacomo Apostolo,Point(13.884694 42.543972)
Q120803111,chiesa di San Giacomo Apostolo,Point(14.123167 42.416472)
Q102396354,chiesa di San Giacomo apostolo,Point(13.255487401 42.372520853)
Q81610471,chiesa di San Gioacchino,Point(14.19894 41.85394)
Q120801708,chiesa di San Giorgio,Point(13.100325 42.059928)
Q101863193,chiesa di San Giorgio,Point(13.329698 42.295609)
Q120824823,chiesa di San Giorgio,Point(13.344111 41.778806)
Q118522102,chiesa di San Giorgio,Point(13.651944 42.533889)
Q103943936,chiesa di San Giorgio,Point(13.326617 42.561026)
Q120803058,chiesa di San Giorgio,Point(14.024194 42.213639)
Q82265779,chiesa di San Giovanni,Point(13.759221 42.326788)
Q105388382,chiesa di San Giovanni,Point(13.814603692 42.103069769)
Q120824538,chiesa di San Giovanni,Point(13.324194 41.889444)
Q55085677,chiesa di San Giovanni,Point(13.15966 41.74184)
Q121161160,chiesa di San Giovanni,Point(13.090317 42.510917)
Q55179407,chiesa di San Giovanni,Point(13.552385 42.52302)
Q120802997,chiesa di San Giovanni Apostolo ed Evangelista,Point(14.158867 42.515167)
Q120801626,chiesa di San Giovanni Battista,Point(13.476417 42.331972)
Q120801750,chiesa di San Giovanni Battista,Point(13.570222 42.292306)
Q120801625,chiesa di San Giovanni Battista,Point(13.519258 42.379139)
Q120801623,chiesa di San Giovanni Battista,Point(13.494139 42.390639)
Q55262039,chiesa di San Giovanni Battista,Point(13.688153 42.310349)
Q47240683,chiesa di San Giovanni Battista,Point(13.568494 42.247077)
Q30244435,chiesa di San Giovanni Battista,Point(13.54739 42.08463)
Q120801490,chiesa di San Giovanni Battista,Point(13.752233 41.894639)
Q3670455,chiesa di San Giovanni Battista,Point(13.882236 41.903505)
Q81740973,chiesa di San Giovanni Battista,Point(13.422225 41.913674)
Q55167449,chiesa di San Giovanni Battista,Point(13.46782 41.961474)
Q120801582,chiesa di San Giovanni Battista,Point(13.69125268 42.132157178)
Q55109012,chiesa di San Giovanni Battista,Point(13.21961 42.1555)
Q82283339,chiesa di San Giovanni Battista,Point(13.829834 41.780708)
Q120801624,chiesa di San Giovanni Battista,Point(13.280417 42.374917)
Q102396681,chiesa di San Giovanni Battista,Point(13.280662159 42.354591776)
Q88898356,chiesa di San Giovanni Battista,Point(13.103 42.0591)
Q120801530,chiesa di San Giovanni Battista,Point(13.1151 42.093003)
Q102389623,chiesa di San Giovanni Battista,Point(13.209754 42.091892)
Q81614633,chiesa di San Giovanni Battista,Point(13.399204 41.941059)
Q96355804,chiesa di San Giovanni Battista,Point(14.108953 41.784612)
Q120824640,chiesa di San Giovanni Battista,Point(13.131056 41.826306)
Q121160822,chiesa di San Giovanni Battista,Point(13.078169 42.416808)
Q54855528,chiesa di San Giovanni Battista,Point(13.02999 42.58863)
Q54870742,chiesa di San Giovanni Battista,Point(13.275411 42.506401)
Q120801496,chiesa di San Giovanni Battista,Point(13.256861 42.462)
Q54870743,chiesa di San Giovanni Battista,Point(13.21778 42.572279)
Q103980607,chiesa di San Giovanni Battista,Point(13.34655493 42.530922684)
Q81744737,chiesa di San Giovanni Battista,Point(13.77858 42.221428)
Q120802938,chiesa di San Giovanni Battista,Point(13.950517 42.34625)
Q120802950,chiesa di San Giovanni Battista,Point(13.895278 42.365556)
Q120803087,chiesa di San Giovanni Battista,Point(13.858139 42.382833)
Q62101940,chiesa di San Giovanni Battista,Point(13.465939 42.575399)
Q55182932,chiesa di San Giovanni Battista,Point(13.928659 42.457173)
Q21551910,chiesa di San Giovanni Battista,Point(13.711791 42.489108)
Q118522216,chiesa di San Giovanni Battista,Point(13.627778 42.587222)
Q118522409,chiesa di San Giovanni Battista,Point(13.662083 42.554917)
Q120803061,chiesa di San Giovanni Battista,Point(14.021667 42.336944)
Q120803035,chiesa di San Giovanni Battista,Point(14.173167 42.473056)
Q55178158,chiesa di San Giovanni Battista Evangelista,Point(13.925018 42.459543)
Q120801446,chiesa di San Giovanni Battista e Evangelista,Point(13.667053 42.200667)
Q120803036,chiesa di San Giovanni Battista e San Benedetto Abate,Point(14.176972 42.476)
Q16540187,chiesa di San Giovanni Bosco,Point(14.167419444 42.508188888)
Q118522062,chiesa di San Giovanni Bosco Sacerdote,Point(13.91175 42.517139)
Q24286018,chiesa di San Giovanni Decollato,Point(13.425166666 42.027166666)
Q56855565,chiesa di San Giovanni Evangelista,Point(13.510731 42.27879)
Q120801538,chiesa di San Giovanni Evangelista,Point(13.731902358 42.128944862)
Q121161084,chiesa di San Giovanni Evangelista,Point(13.118384 42.200578)
Q121870190,chiesa di San Giovanni Evangelista,Point(13.230861 41.92675)
Q3670535,chiesa di San Giovanni ad insulam,Point(13.684857 42.520017)
Q81925849,chiesa di San Giovanni battista,Point(13.895436 42.017463)
Q120801627,chiesa di San Giovanni da Capestrano,Point(13.345056 42.383194)
Q55134033,chiesa di San Giovanni dei Cappuccini,Point(14.17191 42.352453)
Q121161252,chiesa di San Girolamo,Point(13.0197 42.239056)
Q120801912,chiesa di San Giuliano,Point(13.538111 42.322111)
Q56604463,chiesa di San Giuseppe,Point(13.584024 42.063354)
Q47246804,chiesa di San Giuseppe,Point(13.649103 42.026714)
Q120801466,chiesa di San Giuseppe,Point(13.422861 42.033768)
Q121870093,chiesa di San Giuseppe,Point(13.151367 41.935303)
Q120801531,chiesa di San Giuseppe,Point(13.112622 42.151166)
Q104028683,chiesa di San Giuseppe,Point(13.391014013 41.966125692)
Q120824358,chiesa di San Giuseppe,Point(13.141289 41.7285)
Q121160835,chiesa di San Giuseppe,Point(13.133231 42.510139)
Q121161161,chiesa di San Giuseppe,Point(13.085489 42.526972)
Q118522180,chiesa di San Giuseppe,Point(13.661639 42.502219)
Q120803079,chiesa di San Giuseppe,Point(13.913056 42.215)
Q120170363,chiesa di San Giuseppe,Point(14.139442 42.277833)
Q55166947,chiesa di San Giuseppe,Point(13.988397 42.433172)
Q120170418,chiesa di San Giuseppe,Point(14.22325 42.378583)
Q120801467,chiesa di San Giuseppe Artigiano,Point(13.457528 42.041511)
Q120824597,chiesa di San Giuseppe Artigiano,Point(13.098058 41.788556)
Q120170264,chiesa di San Giuseppe Artigiano,Point(14.194028 42.186778)
Q120803014,chiesa di San Giuseppe Sposo della Beata Vergine Maria,Point(13.947528 42.481722)
Q120803109,chiesa di San Giuseppe Sposo della Beata Vergine Maria,Point(14.201425 42.463889)
Q101808131,chiesa di San Gregorio,Point(13.297246 42.314783)
Q121160912,chiesa di San Gregorio,Point(13.047644 42.137122)
Q120801900,chiesa di San Gregorio,Point(13.464611 42.364861)
Q24788730,chiesa di San Gregorio Magno,Point(13.495131 42.327975)
Q121161085,chiesa di San Leonardo,Point(13.177694 42.194889)
Q121161107,chiesa di San Leonardo,Point(13.081183 42.277833)
Q118522181,chiesa di San Leonardo,Point(13.658056 42.503056)
Q54870724,chiesa di San Leonardo,Point(13.248857 42.521828)
Q120170194,chiesa di San Leonardo,Point(14.218558 42.089136)
Q120170266,chiesa di San Leonardo,Point(14.231361 42.201169)
Q103991841,chiesa di San Leucio,Point(13.509724377 42.211393324)
Q120801920,chiesa di San Leucio,Point(13.615972 41.872639)
Q55179410,chiesa di San Leucio,Point(13.553752 42.524514)
Q121160857,chiesa di San Liberatore,Point(13.276722 42.175917)
Q3670807,chiesa di San Liberatore,Point(13.9756969 42.5796329)
Q46248642,chiesa di San Liborio,Point(13.889154 41.885562)
Q120801447,chiesa di San Lorenzo,Point(13.655583 42.206194)
Q103991445,chiesa di San Lorenzo,Point(13.534545 42.235715)
Q63457592,chiesa di San Lorenzo,Point(13.391896 42.355393)
Q120801901,chiesa di San Lorenzo,Point(13.418986 42.337)
Q97706091,chiesa di San Lorenzo,Point(13.927416 41.876636)
Q121161086,chiesa di San Lorenzo,Point(13.181639 42.209389)
Q121870094,chiesa di San Lorenzo,Point(13.101165 41.922917)
Q101862466,chiesa di San Lorenzo,Point(13.33013 42.310201)
Q55086286,chiesa di San Lorenzo,Point(13.020628 42.040186)
Q104028643,chiesa di San Lorenzo,Point(13.348072092 42.006783039)
Q120824327,chiesa di San Lorenzo,Point(13.345556 41.726167)
Q64167844,chiesa di San Lorenzo,Point(13.05421 42.45941)
Q118522182,chiesa di San Lorenzo,Point(13.671389 42.508611)
Q54860464,chiesa di San Lorenzo,Point(13.148061 42.579881)
Q54870735,chiesa di San Lorenzo,Point(13.193117 42.526135)
Q120801669,chiesa di San Lorenzo,Point(13.282028 42.499333)
Q54860443,chiesa di San Lorenzo,Point(13.261811 42.593971)
Q55109658,chiesa di San Lorenzo,Point(13.82695 42.20846)
Q55181297,chiesa di San Lorenzo,Point(13.833793 42.174184)
Q55182356,chiesa di San Lorenzo,Point(14.18648 42.210318)
Q48805014,chiesa di San Lorenzo,Point(13.64701 42.5939)
Q55263013,chiesa di San Lorenzo,Point(13.7061055 42.3057874)
Q120803009,chiesa di San Lorenzo Diacono e Martire,Point(13.98375 42.3315)
Q118353039,chiesa di San Lorenzo Martire,Point(14.152647 41.742472)
Q3670906,chiesa di San Lorenzo Martire,Point(14.209545 41.905071)
Q118522065,chiesa di San Lorenzo Martire,Point(13.947417 42.523917)
Q120802909,chiesa di San Lorenzo Martire,Point(14.013097 42.224361)
Q111513633,chiesa di San Lorenzo Martire,Point(13.5732346 41.6796472)
Q126127318,chiesa di San Lorenzo delle Serre,Point(13.383936595 42.328247318)
Q121161108,chiesa di San Lorenzo martire,Point(13.083558 42.260306)
Q121160913,chiesa di San Lorenzo martire,Point(13.048536 42.165017)
Q55114946,chiesa di San Lorenzo martire dei Cappuccini,Point(14.006013 42.158102)
Q101865935,chiesa di San Luca Evangelista,Point(13.390474 42.25977)
Q120803038,chiesa di San Luigi Gonzaga Religioso,Point(14.2215 42.454917)
Q118522059,chiesa di San Macario,Point(13.731694 42.514111)
Q3670991,chiesa di San Marcello,Point(13.803546 41.99338)
Q22263721,chiesa di San Marco,Point(13.3975 42.347833333)
Q81726687,chiesa di San Marco Evangelista,Point(13.726102 42.364274)
Q120801902,chiesa di San Marco Evangelista,Point(13.282639 42.395472)
Q120803039,chiesa di San Marco Evangelista,Point(14.206333 42.441556)
Q120801903,chiesa di San Mario,Point(13.411944 42.344778)
Q103924423,chiesa di San Martino,Point(13.536274 42.330606)
Q120801724,chiesa di San Martino,Point(13.640167 42.265111)
Q103985380,chiesa di San Martino,Point(13.477527 42.272709)
Q121160858,chiesa di San Martino,Point(13.256417 42.154703)
Q102389790,chiesa di San Martino,Point(13.20358 42.12895)
Q120824824,chiesa di San Martino,Point(13.340917 41.777111)
Q120801904,chiesa di San Martino,Point(13.51 42.356611)
Q120801751,chiesa di San Martino,Point(13.552169 42.292944)
Q120801479,chiesa di San Martino,Point(13.259883232 42.433198462)
Q18288100,chiesa di San Martino,Point(13.810484 42.571358)
Q55132136,chiesa di San Martino,Point(14.11208 42.34976)
Q118521980,chiesa di San Martino,Point(14.008575 42.553139)
Q107441443,chiesa di San Martino,Point(13.7009 42.12647)
Q120170187,chiesa di San Martino Vescovo,Point(14.153597 42.378917)
Q120802965,chiesa di San Martino Vescovo,Point(13.968306 42.518333)
Q120803107,chiesa di San Massimiliano Kolbe Sacerdote e Martire,Point(13.934806 42.4465)
Q120801567,chiesa di San Massimo,Point(13.608194 42.250403)
Q21551913,chiesa di San Massimo,Point(13.661084 42.501767)
Q118522183,chiesa di San Massimo,Point(13.691194 42.494556)
Q120824328,chiesa di San Matteo,Point(13.306667 41.707667)
Q83021693,chiesa di San Matteo,Point(13.293962 42.43672)
Q121160847,chiesa di San Matteo apostolo,Point(13.059514 42.406194)
Q55114953,chiesa di San Maurizio,Point(13.99641 42.15933)
Q121161110,chiesa di San Mauro,Point(13.022103 42.340056)
Q120801480,chiesa di San Mauro,Point(13.271736186 42.449885822)
Q101856685,chiesa di San Menna,Point(13.319169 42.312534)
Q120801752,chiesa di San Michele,Point(13.559722 42.284633)
Q87984631,chiesa di San Michele,Point(13.943415 41.77607)
Q121161253,chiesa di San Michele,Point(13.020556 42.242278)
Q118522158,chiesa di San Michele,Point(13.551389 42.561944)
Q118522184,chiesa di San Michele,Point(13.666978 42.527389)
Q54855533,chiesa di San Michele Arcangelo,Point(13.03983 42.57777)
Q83171285,chiesa di San Michele Arcangelo,Point(13.885776 42.124785)
Q120803055,chiesa di San Michele Arcangelo,Point(13.910278 42.275833)
Q120801905,chiesa di San Michele Arcangelo,Point(13.435858 42.302917)
Q120801547,chiesa di San Michele Arcangelo,Point(13.545111 42.083994)
Q83169412,chiesa di San Michele Arcangelo,Point(13.519853 42.206015)
Q55156795,chiesa di San Michele Arcangelo,Point(13.674982 42.192625)
Q99511221,chiesa di San Michele Arcangelo,Point(13.80972 41.98581)
Q120801468,chiesa di San Michele Arcangelo,Point(13.460528 42.053372)
Q102399957,chiesa di San Michele Arcangelo,Point(13.817299263 42.123167448)
Q3671289,chiesa di San Michele Arcangelo,Point(13.314541 42.396665)
Q3671315,chiesa di San Michele Arcangelo,Point(13.875734 41.909305)
Q121161112,chiesa di San Michele Arcangelo,Point(13.055575 42.31175)
Q121160888,chiesa di San Michele Arcangelo,Point(13.014386 42.380972)
Q102391826,chiesa di San Michele Arcangelo,Point(13.185903 42.155875)
Q121161087,chiesa di San Michele Arcangelo,Point(13.081669 42.204389)
Q121161111,chiesa di San Michele Arcangelo,Point(13.095831 42.250264)
Q101854808,chiesa di San Michele Arcangelo,Point(13.34682 42.291092)
Q121869579,chiesa di San Michele Arcangelo,Point(13.170472 41.894778)
Q104030523,chiesa di San Michele Arcangelo,Point(13.282359 42.017405)
Q104028813,chiesa di San Michele Arcangelo,Point(13.393414135 41.956671788)
Q120824825,chiesa di San Michele Arcangelo,Point(13.342389 41.777333)
Q55164391,chiesa di San Michele Arcangelo,Point(13.312306 41.79925)
Q120824329,chiesa di San Michele Arcangelo,Point(13.342083 41.724167)
Q121870194,chiesa di San Michele Arcangelo,Point(13.015267 41.685195)
Q121161013,chiesa di San Michele Arcangelo,Point(13.021492 42.581806)
Q121160836,chiesa di San Michele Arcangelo,Point(13.167692 42.512417)
Q121161012,chiesa di San Michele Arcangelo,Point(13.038086 42.591917)
Q54870739,chiesa di San Michele Arcangelo,Point(13.209704 42.56183)
Q120802951,chiesa di San Michele Arcangelo,Point(13.886583 42.388278)
Q118522159,chiesa di San Michele Arcangelo,Point(13.467208 42.553389)
Q118522219,chiesa di San Michele Arcangelo,Point(13.636111 42.565278)
Q21551916,chiesa di San Michele Arcangelo,Point(13.676802 42.55096)
Q120170143,chiesa di San Michele Arcangelo,Point(14.18075 42.304389)
Q120802998,chiesa di San Michele Arcangelo,Point(14.1385 42.491472)
Q120801725,chiesa di San Nicandro,Point(13.592361 42.281639)
Q3671446,chiesa di San Nicola,Point(13.40909 42.07998)
Q120801688,chiesa di San Nicola,Point(13.759694 42.326889)
Q120801576,chiesa di San Nicola,Point(13.604806 42.229611)
Q55181537,chiesa di San Nicola,Point(13.610993 42.276914)
Q102397419,chiesa di San Nicola,Point(13.679284075 42.155469891)
Q120801586,chiesa di San Nicola,Point(13.701386 41.949167)
Q120801628,chiesa di San Nicola,Point(13.295694 42.396889)
Q120801847,chiesa di San Nicola,Point(13.260667 42.337167)
Q121160979,chiesa di San Nicola,Point(13.174944 42.260917)
Q92191780,chiesa di San Nicola,Point(13.3477 42.0079)
Q102391516,chiesa di San Nicola,Point(13.206742 42.100721)
Q55085508,chiesa di San Nicola,Point(13.74637 41.68746)
Q3671431,chiesa di San Nicola,Point(14.231939 41.855323)
Q118522103,chiesa di San Nicola,Point(13.6475 42.524722)
Q118522185,chiesa di San Nicola,Point(13.591444 42.479639)
Q54870745,chiesa di San Nicola,Point(13.204754 42.507796)
Q120801481,chiesa di San Nicola,Point(13.264528 42.425417)
Q120801510,chiesa di San Nicola,Point(13.767747 42.267458)
Q120803016,chiesa di San Nicola,Point(13.929722 42.456111)
Q3671426,chiesa di San Nicola,Point(13.97409 42.58031)
Q120802970,chiesa di San Nicola Vescovo,Point(13.82325 42.441556)
Q120803052,chiesa di San Nicola Vescovo,Point(14.101722 42.390889)
Q65682140,chiesa di San Nicola d'Anza,Point(13.393203 42.354654)
Q121160859,chiesa di San Nicola da Bari,Point(13.293028 42.146906)
Q120803067,chiesa di San Nicola da Tolentino,Point(13.987583 42.234975)
Q55165791,chiesa di San Nicola di Bari,Point(13.465611 42.320778)
Q82264472,chiesa di San Nicola di Bari,Point(13.758559 42.32734)
Q55167494,chiesa di San Nicola di Bari,Point(13.695008 42.325594)
Q81513449,chiesa di San Nicola di Bari,Point(13.636841 42.203708)
Q120801587,chiesa di San Nicola di Bari,Point(13.729861 41.939333)
Q120801780,chiesa di San Nicola di Bari,Point(13.871611 41.930167)
Q83148211,chiesa di San Nicola di Bari,Point(13.957988 41.975819)
Q118353014,chiesa di San Nicola di Bari,Point(14.066668 41.716361)
Q81740368,chiesa di San Nicola di Bari,Point(13.94224 41.76624)
Q120801533,chiesa di San Nicola di Bari,Point(13.0983 42.08537)
Q120801917,chiesa di San Nicola di Bari,Point(13.244639 42.067347)
Q120801532,chiesa di San Nicola di Bari,Point(13.157308 42.09725)
Q81735491,chiesa di San Nicola di Bari,Point(13.333078 41.988218)
Q120801792,chiesa di San Nicola di Bari,Point(13.382611 42.065247)
Q105404666,chiesa di San Nicola di Bari,Point(14.06652 41.869969)
Q96355993,chiesa di San Nicola di Bari,Point(14.105604 41.788206)
Q98557234,chiesa di San Nicola di Bari,Point(13.04524 42.54253)
Q81644707,chiesa di San Nicola di Bari,Point(14.023069 41.999906)
Q55162641,chiesa di San Nicola di Bari,Point(13.735137 42.147279)
Q55178910,chiesa di San Nicola di Bari,Point(13.875223 42.238705)
Q55166285,chiesa di San Nicola di Bari,Point(14.03615 42.2369)
Q55167791,chiesa di San Nicola di Bari,Point(14.06017 42.257945)
Q55137250,chiesa di San Nicola di Bari,Point(14.202165 42.005821)
Q3671469,chiesa di San Nicola di Bari,Point(14.220829 42.188939)
Q120170407,chiesa di San Nicola di Bari,Point(14.172278 42.019861)
Q118522160,chiesa di San Nicola di Bari,Point(13.510722 42.554778)
Q55185208,chiesa di San Nicola di Bari,Point(14.042411 42.32032)
Q55132139,chiesa di San Nicola di Bari,Point(14.126568 42.386381)
Q55114955,chiesa di San Nicola di Bari,Point(13.999846 42.158209)
Q120170195,chiesa di San Nicola di Bari,Point(14.227361 42.086497)
Q110656099,chiesa di San Pancrazio,Point(13.640823654 42.218255044)
Q104005422,chiesa di San Pancrazio,Point(13.759146 41.940332)
Q55085686,chiesa di San Pancrazio,Point(13.158581 41.743194)
Q120738774,chiesa di San Pancrazio,Point(14.06024 42.25684)
Q55167792,chiesa di San Pancrazio Martire,Point(14.059946 42.306302)
Q120801524,chiesa di San Pancrazio al Colle,Point(13.7035 42.287806)
Q26233773,chiesa di San Panfilo,Point(13.301255 42.288471)
Q101835683,chiesa di San Panfilo,Point(13.926677 42.454594)
Q55192117,chiesa di San Panfilo,Point(14.135094 42.454731)
Q55172431,chiesa di San Panfilo d'Ocre,Point(13.47709 42.287396)
Q82737962,chiesa di San Paolo,Point(13.264694 42.45725)
Q120801515,chiesa di San Paolo,Point(13.277917 42.536528)
Q118522104,chiesa di San Paolo Apostolo,Point(13.67232141 42.539937927)
Q120803040,chiesa di San Paolo Apostolo,Point(14.188417 42.486917)
Q121160860,chiesa di San Paolo De Otholis,Point(13.205556 42.225611)
Q121161088,chiesa di San Paolo apostolo,Point(13.103897 42.213556)
Q121160980,chiesa di San Paolo apostolo,Point(13.153025 42.243139)
Q65952956,chiesa di San Paolo dei Barnabiti,Point(13.399668 42.346391)
Q62008185,chiesa di San Paolo di Barete,Point(13.391535 42.354521)
Q3585373,chiesa di San Paolo di Peltuinum,Point(13.62117 42.28326)
Q118522106,chiesa di San Pasquale,Point(13.666944 42.533889)
Q118522220,chiesa di San Pasquale,Point(13.6805 42.583139)
Q121160889,chiesa di San Pastore,Point(13.041778 42.403194)
Q121160890,chiesa di San Pastore di San Rocco,Point(13.022572 42.390167)
Q120801726,chiesa di San Pietro,Point(13.618697 42.269944)
Q120801735,chiesa di San Pietro,Point(13.518158 42.17725)
Q121160861,chiesa di San Pietro,Point(13.2595 42.153411)
Q3671654,chiesa di San Pietro,Point(13.410861 42.07725)
Q120801848,chiesa di San Pietro,Point(13.295594 42.300742)
Q120801534,chiesa di San Pietro,Point(13.049656 42.107458)
Q113130220,chiesa di San Pietro,Point(13.248 42.068266666)
Q121870097,chiesa di San Pietro,Point(13.096194 41.925444)
Q3671606,chiesa di San Pietro,Point(13.100812 41.882517)
Q108028168,chiesa di San Pietro,Point(13.10238 42.48912)
Q121161014,chiesa di San Pietro,Point(13.031156 42.561833)
Q118522186,chiesa di San Pietro,Point(13.652239 42.492583)
Q54860463,chiesa di San Pietro,Point(13.133231 42.568094)
Q120801497,chiesa di San Pietro,Point(13.224389 42.459028)
Q83010400,chiesa di San Pietro,Point(13.311293 42.431466)
Q118522069,chiesa di San Pietro,Point(13.901778 42.579778)
Q118522066,chiesa di San Pietro,Point(13.92275 42.538194)
Q120802975,chiesa di San Pietro,Point(14.033341 42.250281)
Q55140205,chiesa di San Pietro,Point(13.539066 42.552048)
Q118522221,chiesa di San Pietro,Point(13.624694 42.581333)
Q65063536,chiesa di San Pietro Apostolo,Point(13.479146 42.327726)
Q120801629,chiesa di San Pietro Apostolo,Point(13.295972 42.378583)
Q94699542,chiesa di San Pietro Apostolo,Point(13.317437 42.349199)
Q120801788,chiesa di San Pietro Apostolo,Point(13.181889 42.366694)
Q83168484,chiesa di San Pietro Apostolo,Point(13.067159 42.026248)
Q102391002,chiesa di San Pietro Apostolo,Point(13.234845 42.105064)
Q55156846,chiesa di San Pietro Apostolo,Point(13.2204158 41.8042371)
Q55083499,chiesa di San Pietro Apostolo,Point(13.34638 41.73166)
Q120824598,chiesa di San Pietro Apostolo,Point(13.047017 41.810722)
Q85860797,chiesa di San Pietro Apostolo,Point(13.0885998 41.8429683)
Q118522107,chiesa di San Pietro Apostolo,Point(13.694722 42.561667)
Q120170270,chiesa di San Pietro Apostolo,Point(14.186089 42.0409)
Q118522161,chiesa di San Pietro Apostolo,Point(13.448472 42.588694)
Q118522063,chiesa di San Pietro Apostolo,Point(13.849611 42.544972)
Q120802990,chiesa di San Pietro Apostolo,Point(13.871861 42.41825)
Q118521996,chiesa di San Pietro Apostolo,Point(13.789194 42.516861)
Q120803110,chiesa di San Pietro Apostolo,Point(14.210056 42.473861)
Q55140250,chiesa di San Pietro Apostolo,Point(14.201622 42.089558)
Q55183056,chiesa di San Pietro Apostolo,Point(14.233709 42.35824)
